diff_len,diff_word,start_word,common,fuzz_ratio,fuzz_sort_ratio,jaccard,word_share,q1_noun,q2_noun,q1_verb,q2_verb,q1_adj,q2_adj,q1_adverb,q2_adverb,q1_conj,q2_conj,q1_pronoun,q2_pronoun,q1_prepo,q2_prepo,manhatten,cos_sim,euclidean,target
27,4,1,5,49,68,0.1875,0.4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2.278575119,0.218485942,1.250211228,0
11,1,1,8,87,87,0.272727273,0.888888889,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1.462169412,0.708844047,0.763093642,0
-1,0,0,7,78,76,1,0.466666667,4,4,1,0,0,0,1,1,1,1,0,0,2,2,2.212718608,0.664574106,0.819055425,0
11,3,0,2,52,46,0.1,0.117647059,3,2,2,2,0,0,0,0,0,0,1,0,0,1,3.933784048,0.246624325,1.227498004,0
51,7,1,7,31,55,0.333333333,0.285714286,4,2,0,0,2,1,1,0,2,0,1,0,1,2,4.332072611,0.256854871,1.219135045,0
32,5,0,2,33,59,0.1875,0.105263158,3,1,1,1,2,2,0,0,1,0,0,0,2,1,4.565544124,0.278919509,1.200900072,0
-40,-10,0,7,42,49,0.4,0.153846154,1,2,1,4,0,1,0,0,0,0,0,1,2,1,3.935294695,0.468954245,1.03057824,0
2,-1,0,4,59,61,1,0.363636364,2,2,0,0,2,1,0,0,0,0,0,0,2,1,2.198613802,0.642497893,0.845579218,0
35,5,1,6,51,50,1,0.285714286,4,3,0,0,0,0,0,0,1,0,0,0,3,1,4.045012408,0.262154397,1.214780312,1
13,4,1,6,81,75,0.8,0.5,2,1,0,0,1,1,0,0,0,0,0,0,2,1,2.051259442,0.684117568,0.794836375,1
11,1,1,10,83,77,1,0.5625,3,2,0,2,0,0,0,0,0,0,0,0,1,1,1.488177067,0.834110517,0.576002575,0
-8,-2,1,8,67,90,0.181818182,0.777777778,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0.47692936,0.971615448,0.238262677,1
15,3,1,3,75,74,0.444444444,0.5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1.458767615,0.670520868,0.811762443,0
22,4,1,4,40,58,0.333333333,0.166666667,1,1,1,2,1,1,3,0,0,0,0,1,1,0,5.255550143,0.216294681,1.251962715,1
17,5,0,8,63,54,0.2,0.242424242,4,4,2,2,2,0,0,0,1,0,1,2,2,3,4.043613625,0.591712611,0.903645272,0
-87,-16,0,0,21,31,0.181818182,0,3,5,0,3,1,3,0,1,0,0,0,0,1,1,6.53184193,0,1.414213562,0
26,3,0,5,54,57,1,0.173913043,2,2,2,2,2,1,0,1,0,0,1,1,1,1,4.79660778,0.249621643,1.22505376,0
-47,-7,0,3,29,45,0.166666667,0.09375,3,3,1,1,0,1,1,0,0,0,1,1,1,4,6.032061977,0.275380594,1.20384335,0
24,3,0,5,56,58,0.230769231,0.210526316,3,3,0,1,2,1,0,0,1,0,0,0,1,0,3.713560154,0.464727194,1.034671741,0
-8,-1,1,5,78,77,0.666666667,0.625,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1.276909354,0.790442232,0.647391332,0
3,1,0,3,45,57,0.125,0.166666667,4,4,1,0,1,0,0,0,1,1,1,0,1,1,3.816410242,0.34489941,1.144640197,0
5,1,0,2,54,59,0,0.181818182,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.055124089,0.395861873,1.0992162,1
-35,-7,0,7,49,53,0.166666667,0.16,2,5,1,0,0,3,0,0,1,3,0,0,1,0,4.521958389,0.358918504,1.132326363,1
12,2,1,1,59,54,0.666666667,0.090909091,1,1,0,0,0,1,0,0,0,0,0,0,1,0,3.718579164,0.039043792,1.386330558,0
-1,-1,1,5,80,70,1,0.625,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1.017934522,0.834799836,0.5748046,0
-3,0,0,5,80,89,0,0.714285714,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0.550735368,0.916061169,0.409728765,0
-20,-8,1,7,45,42,0.214285714,0.263157895,1,2,1,2,1,0,0,1,1,2,2,3,0,1,4.119264119,0.193516441,1.270026424,0
-25,-5,1,7,50,69,0.2,0.4375,2,3,0,0,1,1,0,0,0,0,0,0,2,3,3.38042937,0.402644667,1.093028209,0
6,1,1,8,91,91,0,0.888888889,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0.585067112,0.915001641,0.412306582,0
-18,-3,0,5,57,61,1,0.3,2,1,0,2,1,2,0,0,0,0,0,0,1,1,1.550504812,0.787645652,0.651696783,1
-2,-1,1,4,59,57,1,0.266666667,1,1,2,1,0,1,0,0,0,0,1,0,0,0,3.094751383,0.462683856,1.036644726,0
-6,-1,0,7,55,57,1,0.285714286,1,1,0,0,2,1,0,1,0,0,1,1,2,2,3.856674876,0.401030054,1.094504405,0
23,4,1,7,61,56,1,0.411764706,2,2,2,2,1,0,0,0,0,0,2,0,1,1,3.033894009,0.516810105,0.983046179,1
20,4,1,4,72,69,0.333333333,0.333333333,1,0,2,2,2,1,0,0,0,0,1,0,1,0,2.710286885,0.370367706,1.122169589,1
-12,-1,0,2,40,46,0.75,0.105263158,3,5,0,1,0,1,0,0,1,0,0,0,1,1,4.211547097,0.373993294,1.118934052,0
16,3,1,6,82,82,1,0.461538462,0,2,0,0,1,1,0,0,0,0,0,0,2,1,2.007600894,0.72813542,0.737379929,1
-8,0,1,8,82,86,0.294117647,0.538461538,4,4,0,0,0,0,0,0,1,1,1,0,1,1,1.930778624,0.760554506,0.6920195,0
-1,-1,0,4,76,70,1,0.307692308,2,2,0,2,0,0,0,0,0,0,0,0,1,0,2.996459227,0.498784015,1.001215246,1
5,2,0,3,73,67,0.666666667,0.230769231,2,1,2,0,2,2,0,1,0,0,0,0,0,0,3.009748589,0.308918989,1.17565387,1
4,-1,1,4,60,49,0.4,0.307692308,2,3,0,0,2,1,0,0,0,0,1,0,0,1,3.419114994,0.278125521,1.20156105,0
2,-1,1,4,79,70,0.714285714,0.571428571,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1.40448304,0.692790417,0.783848944,1
18,2,1,3,56,64,1,0.157894737,2,2,0,1,2,1,0,0,0,0,0,0,2,1,4.035865529,0.352706224,1.137799434,0
22,5,1,3,45,51,0.2,0.25,1,1,0,0,1,0,0,0,0,0,0,0,2,1,2.885870268,0.373321488,1.119534289,0
-21,-3,0,1,43,41,0.153846154,0.083333333,2,3,0,1,0,1,0,0,0,0,0,0,1,0,3.193445691,0.40774758,1.088349595,0
-55,-13,0,0,20,25,0.153846154,0,5,9,0,2,1,2,0,0,0,1,0,0,1,1,6.755869644,0,1.414213562,0
-4,-1,1,6,96,95,1,0.857142857,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0.515710862,0.930024992,0.37409894,0
-7,-2,1,4,89,89,0.166666667,0.666666667,2,2,0,0,1,1,0,1,0,1,0,0,0,0,0.760986188,0.906165306,0.433208249,1
-10,-3,1,5,68,67,1,0.5,2,4,0,0,0,1,0,0,0,0,0,0,0,0,2.141063488,0.52155069,0.97821195,0
-4,-1,0,3,65,73,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.569805865,0.94980416,0.316846461,0
13,3,1,2,63,65,0.125,0.222222222,3,1,0,0,0,1,0,0,0,0,0,0,1,0,2.728668818,0.312120169,1.172927816,0
17,2,1,4,55,56,1,0.25,3,1,0,2,0,1,0,0,1,0,0,1,1,0,3.299029678,0.527963757,0.971633926,0
12,3,1,9,87,87,0,0.727272727,3,3,0,0,0,0,0,0,0,0,0,0,2,1,1.089658373,0.858212171,0.532518223,0
9,0,0,4,60,61,0.166666667,0.285714286,3,2,0,0,2,1,0,1,0,0,0,0,1,1,3.469470248,0.423263654,1.07399846,0
98,14,0,1,28,29,0.142857143,0.034482759,7,1,1,0,3,1,1,0,0,0,1,0,2,1,6.585410978,0.006822024,1.409381408,0
-72,-12,0,7,53,52,0.214285714,0.304347826,2,3,1,3,1,1,1,1,0,0,0,1,1,3,4.147528867,0.507030579,0.992944531,1
9,1,1,4,60,62,1,0.444444444,1,1,2,2,1,0,0,0,0,0,0,0,0,0,2.258720174,0.463788436,1.035578644,1
-9,-2,1,5,83,80,0.6,0.384615385,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2.876998686,0.408616091,1.087551294,0
13,3,1,7,77,75,0,0.583333333,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1.821436344,0.653198463,0.832828358,0
40,7,0,0,34,30,0.6,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,4.614026932,0,1.414213562,0
6,1,1,5,73,78,1,0.5,3,2,0,0,0,1,0,0,1,0,0,0,0,1,2.030078916,0.519875636,0.979922818,1
2,0,1,6,86,83,1,0.5,0,1,1,1,0,0,0,0,0,0,1,1,1,0,2.738384125,0.281869266,1.198441266,1
6,1,1,27,62,79,1,0.361111111,5,6,2,2,2,0,0,0,1,2,0,0,0,0,3.219403986,0.575059878,0.921889496,1
1,0,1,7,92,88,0.142857143,0.777777778,2,2,0,0,2,2,0,0,0,0,0,0,1,1,1.0925152,0.790684172,0.647017508,1
85,18,0,3,28,31,0.111111111,0.12,6,1,0,0,2,2,0,0,0,0,1,0,5,0,4.865536522,0.339353922,1.14947473,0
-26,-7,0,0,34,32,0,0,1,3,0,1,1,2,0,0,0,0,0,1,0,0,4.597231878,0,1.414213562,0
-84,-11,0,8,43,46,0.4,0.216216216,3,1,0,2,2,4,0,2,1,1,1,0,2,4,6.519558405,0.175342112,1.284256897,0
7,2,1,5,76,75,0.090909091,0.454545455,2,2,0,0,1,1,0,0,1,1,0,0,1,0,2.527136524,0.42811194,1.069474693,0
8,2,1,2,57,76,0.1,0.2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,3.103342068,0.222682747,1.246849833,1
-21,-7,0,3,50,67,0.111111111,0.166666667,2,2,1,2,1,1,0,1,0,0,0,1,0,2,4.363403184,0.338798321,1.149957981,1
-6,-2,1,3,52,45,0.272727273,0.2,0,3,0,0,2,1,0,0,0,0,0,0,1,2,4.280852283,0.044642632,1.382286054,0
-19,-4,0,5,77,76,1,0.454545455,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1.228270288,0.883836848,0.482002391,0
67,13,0,2,44,44,0.363636364,0.074074074,6,1,0,2,0,0,0,0,1,0,2,0,2,1,5.924147125,0.07916704,1.357079924,0
14,2,1,11,81,82,0,0.5,2,1,2,1,1,1,2,2,1,0,1,1,0,1,1.554242529,0.743705649,0.715953002,1
-4,-1,1,6,59,60,0.3,0.285714286,4,5,2,1,2,0,0,0,0,1,0,0,1,2,3.981895795,0.292976235,1.189137305,0
22,2,1,9,68,73,0.25,0.473684211,4,3,1,1,0,2,0,0,0,0,4,1,2,2,2.284775058,0.714891001,0.755127802,0
-13,-2,1,14,93,93,1,0.875,5,5,0,1,2,3,0,0,0,0,0,0,1,1,0.936890236,0.904816518,0.436310628,1
-103,-19,0,3,21,37,0.111111111,0.088235294,0,4,0,1,0,3,0,2,0,2,0,1,1,3,6.184255501,0.167280001,1.290519275,0
33,5,0,4,45,50,1,0.210526316,5,2,0,2,2,1,0,0,0,0,0,0,4,1,4.109254742,0.269092839,1.209055136,0
-13,-6,0,6,34,39,1,0.096774194,3,4,0,3,2,2,0,2,1,1,1,0,1,0,4.99744923,0.269875508,1.208407623,0
4,1,0,5,85,94,1,0.833333333,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0.232387017,0.981195407,0.193930878,1
-83,-14,1,5,33,33,0.2,0.117647059,4,6,0,1,0,0,0,0,0,0,0,2,2,3,4.815658944,0.373799458,1.119107271,0
14,1,0,13,55,67,1,0.275862069,4,3,1,2,2,1,0,1,1,0,0,1,3,2,4.063565021,0.460631975,1.038622188,0
-25,-8,0,9,51,53,0.5,0.15,2,6,3,3,1,1,0,1,0,1,1,1,2,1,6.342358945,0.194057636,1.269600224,0
-4,0,0,5,72,67,0.777777778,0.384615385,1,2,2,2,0,0,0,0,0,0,1,1,1,2,2.1308214,0.714815173,0.755228214,1
-15,-2,0,2,21,39,0,0.090909091,3,2,0,2,1,0,1,0,0,0,0,1,1,2,5.859661521,0.01442206,1.403978589,0
-4,1,0,5,68,61,1,0.416666667,2,2,0,0,1,1,0,0,0,0,0,0,2,1,1.823232165,0.75142994,0.705081641,1
-1,0,1,9,82,81,0,0.666666667,2,2,1,1,0,0,0,0,0,0,1,2,1,0,1.375436624,0.712401765,0.758417081,0
14,4,0,1,39,46,0,0.066666667,2,0,1,1,0,0,0,0,0,0,0,1,1,0,4.372421348,0.227553982,1.242936859,0
16,3,0,2,57,44,1,0.181818182,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2.319283411,0.660901826,0.823526774,1
-21,-3,1,4,56,51,0,0.266666667,0,4,2,2,0,0,1,0,0,0,0,0,1,2,3.822501508,0.201633043,1.263619371,0
-11,-1,0,5,46,50,0.5,0.19047619,2,1,1,1,1,1,0,1,0,0,1,1,1,2,4.236997246,0.377735196,1.115584873,0
6,2,0,3,33,45,0.125,0.130434783,6,2,1,1,0,1,0,0,0,1,0,0,3,1,5.896806681,0.028591528,1.393849685,0
21,3,0,2,44,50,0.090909091,0.105263158,2,2,0,0,3,0,0,0,0,0,0,0,1,2,4.274228505,0.239697276,1.233128318,0
25,5,1,5,65,64,1,0.357142857,2,2,2,0,0,0,0,0,0,0,0,0,1,1,2.326674502,0.709797253,0.761843484,1
-5,-1,1,8,91,90,0.666666667,0.470588235,2,6,0,0,2,2,0,0,0,0,0,0,3,2,2.837961773,0.48435079,1.015528641,1
-62,-13,0,0,14,18,0.266666667,0,1,3,0,2,1,0,0,0,0,1,0,2,0,2,5.433192185,0,1.414213562,0
48,9,0,0,13,26,0.125,0,3,3,1,0,0,0,0,0,2,0,0,0,2,0,5.197635081,0,1.414213562,0
-6,-2,1,25,72,70,1,0.230769231,5,6,0,0,2,2,1,0,0,0,0,0,1,0,3.164361925,0.393041998,1.101778564,0
101,22,0,4,27,33,0.181818182,0.125,3,1,3,2,3,0,2,0,1,0,1,0,2,1,5.80534132,0.14286094,1.309304441,0
9,2,1,2,58,60,0.125,0.166666667,0,1,1,0,1,1,0,0,0,0,1,0,0,1,3.257130232,0.366263717,1.125820841,1
-40,-10,0,0,15,19,0.428571429,0,3,6,0,2,1,1,0,0,0,0,0,0,1,1,6.530707027,0,1.414213562,0
-17,-3,0,3,51,52,0.111111111,0.214285714,2,2,0,2,1,1,0,0,0,0,0,1,0,1,2.512321272,0.710305964,0.761175454,0
-1,-1,1,19,91,89,0.428571429,0.631578947,5,4,0,0,0,1,0,0,0,0,1,1,2,2,0.749221934,0.917630341,0.405880916,0
-40,-9,0,20,36,50,1,0.120689655,4,13,3,2,2,2,1,2,1,0,0,0,4,3,7.354815559,0.251111673,1.223836858,0
29,6,1,4,68,67,0.571428571,0.4,3,1,0,0,1,1,0,0,0,0,0,0,2,0,1.942128411,0.675765656,0.805275535,0
-3,0,1,8,89,96,0.636363636,0.8,3,4,0,0,1,0,0,0,1,1,0,0,1,1,1.189572986,0.753657638,0.701915041,1
-6,-1,1,4,68,72,0.777777778,0.363636364,2,3,2,1,0,0,0,0,0,0,0,0,0,2,2.5766245,0.510805393,0.98913559,1
-2,0,1,8,86,79,0.454545455,0.8,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1.471039597,0.485404463,1.014490549,0
105,21,0,5,17,30,0,0.078947368,3,2,3,2,1,1,2,0,1,0,1,0,2,0,5.863470696,0.207676688,1.258827479,0
11,2,1,4,82,81,1,0.666666667,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1.535538329,0.667973937,0.814893935,0
27,5,1,6,72,72,0.125,0.545454545,0,0,0,0,2,1,0,0,1,0,1,0,0,0,2.284989471,0.661645577,0.82262315,0
56,8,0,5,39,51,0.25,0.142857143,3,3,3,0,2,2,1,0,2,0,1,1,2,2,5.235018646,0.322240494,1.164267586,0
-8,-1,1,7,73,69,1,0.363636364,2,2,1,1,0,1,0,0,1,1,0,0,0,0,1.836091934,0.608226216,0.885182223,1
-30,-5,0,3,49,48,0.25,0.107142857,3,6,1,0,1,2,1,0,0,1,0,0,1,2,5.078460031,0.269750959,1.208510688,0
-26,-4,1,9,71,74,0.666666667,0.466666667,2,3,0,0,1,1,0,0,0,1,0,0,1,3,1.906319381,0.768729956,0.680102997,1
62,13,0,4,36,44,0.066666667,0.148148148,3,1,3,1,3,1,0,0,0,0,1,1,3,0,5.440785073,0.248429803,1.226026261,0
-109,-16,0,1,25,27,0.5,0.032258065,2,7,1,1,0,2,0,0,1,1,0,2,0,3,6.538224665,0.013759974,1.404450089,0
21,4,1,13,71,68,0.142857143,0.5,4,3,2,1,1,1,0,0,1,0,1,0,2,2,3.110161384,0.6155512,0.876868063,1
-8,-3,0,3,45,60,0.285714286,0.1875,2,3,1,1,0,1,0,0,0,0,0,0,1,1,3.955118832,0.314511466,1.170887299,1
-42,-7,1,7,46,53,0.454545455,0.24,2,5,1,3,2,1,0,0,0,1,0,0,2,1,5.101302794,0.199997972,1.264912667,0
1,0,1,5,91,91,0.666666667,0.714285714,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0.28161243,0.980622705,0.196861855,1
-8,-2,1,23,74,76,1,0.419354839,7,7,0,0,0,1,0,0,2,1,0,0,4,4,2.965158987,0.552558945,0.945982088,0
1,1,1,7,82,73,0.6,0.583333333,4,2,0,0,0,0,0,0,0,0,0,0,2,2,2.183504331,0.395689422,1.099373074,0
-13,0,0,4,33,66,0.111111111,0.2,2,3,2,0,0,0,0,0,0,0,0,0,4,3,2.988820692,0.678569782,0.80178578,1
1,0,1,4,84,85,0.6,0.666666667,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1.656086897,0.328917355,1.158518576,1
-20,-3,0,6,18,46,0,0.192307692,5,4,1,1,1,3,0,0,1,1,0,1,1,2,5.239543401,0.265710163,1.211849691,0
10,2,1,3,72,69,0.142857143,0.333333333,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1.489731798,0.776588458,0.668448266,0
-98,-19,0,4,32,32,0.4,0.057142857,3,6,0,2,3,3,0,2,1,0,0,3,0,3,6.075993678,0.227785001,1.24275098,0
10,0,1,6,50,67,0,0.428571429,4,4,0,0,0,0,0,0,0,0,0,0,2,3,2.904713283,0.368563705,1.123776041,0
-11,-2,1,9,75,86,1,0.692307692,1,1,1,1,0,1,1,2,0,0,0,0,1,1,1.466755826,0.82508113,0.591470828,1
11,1,1,4,76,75,0.25,0.363636364,0,2,1,1,0,0,0,1,0,0,1,0,1,0,2.424791769,0.49738614,1.002610453,0
2,1,1,13,98,98,1,0.928571429,3,3,2,2,1,1,0,0,0,0,0,0,2,2,0,1,0,1
1,-2,0,2,41,46,0.272727273,0.111111111,0,2,2,2,0,0,0,0,0,0,2,1,0,0,4.130346588,0.280400881,1.199665886,0
-1,0,1,15,95,92,0.083333333,0.75,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0.867050902,0.829780912,0.583470802,1
-97,-16,0,0,14,28,0.272727273,0,2,5,0,2,0,4,0,0,0,1,0,0,1,2,6.657650736,0,1.414213562,0
-3,-3,0,3,25,44,0,0.09375,1,3,1,0,1,1,1,0,1,1,0,0,2,3,6.58220551,0.046938487,1.380624143,0
-16,-3,1,7,66,74,0,0.7,1,1,2,3,0,0,1,2,0,0,0,0,0,0,1.636307141,0.747116571,0.711172875,1
-22,-4,0,7,49,70,0.235294118,0.411764706,6,5,1,1,0,1,0,0,0,0,0,0,1,2,2.835965174,0.568433715,0.929049283,0
-1,0,1,9,96,91,1,0.8,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0.468269175,0.956155736,0.296122489,1
13,4,1,8,66,68,0.2,0.444444444,2,2,1,0,2,1,2,1,0,0,1,1,2,1,3.107118436,0.522164597,0.977584168,1
-94,-23,0,12,17,40,0.333333333,0.177777778,2,8,0,4,2,3,1,0,1,0,0,1,1,7,6.557018048,0.234684733,1.23718654,0
-9,-2,1,6,80,71,0.555555556,0.384615385,2,3,0,0,0,0,0,0,1,1,0,0,1,1,2.589155829,0.422325314,1.074871794,0
-4,-3,1,7,69,72,0.777777778,0.4375,4,4,0,2,1,2,0,0,0,0,0,0,2,1,2.597626753,0.512375021,0.987547446,0
4,2,0,7,86,84,0.153846154,0.466666667,3,2,1,0,1,1,0,0,0,0,0,0,1,1,1.765465554,0.769874924,0.678417388,0
-2,0,1,6,38,81,0.272727273,0.6,3,3,0,1,0,1,0,0,0,0,0,0,1,1,1.583366998,0.72604235,0.740213009,0
-18,-2,1,3,61,50,1,0.428571429,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1.327143266,0.748472754,0.709263344,1
37,6,0,1,44,45,0,0.047619048,3,1,0,1,1,2,0,0,1,0,1,0,1,0,5.250925574,0.14068235,1.310967315,0
38,10,0,4,26,35,0,0.066666667,4,2,2,3,0,0,2,0,0,0,1,1,3,0,6.097162886,0.066112075,1.366665962,0
-5,0,0,4,40,68,0.181818182,0.25,2,3,0,1,1,1,0,1,1,0,0,0,1,1,2.196066052,0.687712835,0.790300152,1
85,15,1,3,23,30,0.285714286,0.068965517,4,2,2,2,2,0,1,0,1,0,0,0,2,1,4.890054728,0.351156158,1.139160956,0
-4,-1,0,4,91,91,0.777777778,0.8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.281502367,0.972098599,0.236226167,1
-3,0,1,13,90,90,0.538461538,0.764705882,2,2,0,0,2,2,0,0,1,1,0,0,2,2,1.650364447,0.698200143,0.7769168,0
0,0,1,6,74,82,0.666666667,0.428571429,2,3,2,1,0,0,0,0,0,0,0,0,1,1,2.039977239,0.736017187,0.726612431,1
13,1,1,4,72,58,0.666666667,0.571428571,2,1,0,0,1,2,0,0,0,0,0,0,1,1,2.04747134,0.290885181,1.19089447,0
15,4,1,2,38,39,0,0.142857143,3,1,1,1,0,0,0,0,0,0,0,1,1,0,3.902788603,0.014697868,1.403782129,0
-1,0,0,10,94,94,0.636363636,0.714285714,3,3,1,1,1,1,0,0,0,0,0,0,1,1,1.179383015,0.823681968,0.59383168,0
4,1,1,8,95,95,1,0.888888889,0,0,0,0,0,0,2,1,0,0,0,0,2,2,0.424954482,0.952432499,0.308439623,0
-34,-8,0,16,50,73,0,0.333333333,2,3,1,1,1,2,0,0,0,0,0,1,0,1,1.393766344,0.89258294,0.463502018,0
2,1,0,6,61,79,0.166666667,0.4,1,1,0,0,1,2,0,0,0,1,1,0,2,1,2.080490093,0.751650752,0.704768399,1
-16,-3,0,1,56,58,0.285714286,0.1,0,2,0,2,1,0,1,0,0,0,0,0,0,1,2.755117465,0.52638887,0.973253441,0
17,2,0,3,61,58,1,0.230769231,2,1,1,3,1,0,0,0,0,0,1,1,1,0,3.347123273,0.342267352,1.146937355,1
-18,-5,1,13,77,76,1,0.409090909,1,3,3,4,1,1,0,0,0,0,1,2,1,3,2.204626411,0.780850239,0.662041934,1
1,0,1,8,86,81,0.105263158,0.8,1,1,0,0,2,2,0,0,1,1,0,0,1,1,0.970671702,0.789836857,0.648325756,0
-12,-2,0,7,36,72,0.125,0.454545455,0,1,3,3,0,0,0,0,0,0,0,0,0,0,2.567620672,0.304427935,1.179467732,1
-6,-1,0,5,57,62,0.25,0.3125,3,3,0,2,2,2,0,1,0,0,0,0,2,1,3.143627068,0.479951047,1.019851904,0
9,2,0,2,61,74,0.25,0.2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,2.74979838,0.473409164,1.0262464,0
-1,0,1,5,92,85,0,0.555555556,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.828939359,0.910071645,0.424095165,0
0,1,1,7,75,78,0.666666667,0.5,5,6,0,0,0,0,0,0,1,1,0,0,1,1,2.339479569,0.562664668,0.935238293,1
9,1,1,8,89,81,0.8,0.727272727,4,3,0,0,1,1,0,0,0,0,0,0,1,1,1.289555334,0.784362797,0.656714859,1
-14,-2,1,8,73,80,1,0.636363636,2,4,0,0,2,2,0,0,1,0,0,0,1,1,1.391355278,0.851377976,0.545200925,1
1,0,1,8,94,88,0.75,0.8,1,1,2,2,0,0,1,1,0,0,0,0,1,1,1.082663331,0.8093677,0.617466275,1
-1,0,0,4,83,77,0.2,0.666666667,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.201350409,0.766013546,0.684085453,0
-108,-17,0,7,17,33,0.076923077,0.1,2,7,2,3,0,0,0,0,0,1,0,0,0,2,5.972710546,0.051585321,1.377254282,0
3,0,1,16,91,93,0,0.411764706,2,3,1,0,0,0,0,0,2,1,0,0,1,1,1.203047623,0.879466881,0.490984967,1
-48,-8,0,0,21,29,0,0,2,3,1,1,0,0,0,0,0,1,0,2,1,4,6.238135942,0,1.414213562,0
-51,-11,1,10,53,55,1,0.24,1,3,1,2,0,0,1,2,0,0,2,2,0,3,4.116705423,0.408883446,1.087305434,0
11,1,1,4,47,44,0.125,0.235294118,3,2,0,2,2,0,0,0,0,1,0,0,2,1,4.020851416,0.242337031,1.230985759,0
80,18,0,1,29,28,0.142857143,0.032258065,5,0,0,0,4,0,1,0,1,0,2,0,1,1,5.502256075,0.077391482,1.358387661,0
-8,-2,1,1,65,62,1,0.066666667,1,3,0,1,0,0,0,0,0,0,0,0,1,0,4.477372954,0.018603091,1.400997437,0
-17,-3,0,2,22,50,0.333333333,0.117647059,1,1,0,3,1,0,0,0,0,0,0,0,1,3,3.770343827,0.282322704,1.198062849,0
0,-2,0,6,67,71,0.352941176,0.333333333,3,4,2,1,0,0,1,0,0,0,1,0,0,0,1.839892831,0.749424134,0.707920711,0
2,0,1,3,67,69,0.142857143,0.333333333,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2.225658465,0.569253884,0.928166059,1
-7,-1,1,7,82,80,0.125,0.583333333,2,3,2,2,0,0,0,0,0,1,0,0,1,1,2.11521339,0.562335784,0.935589884,1
-56,-10,0,5,54,57,0.428571429,0.263157895,1,3,0,2,1,2,0,1,0,1,0,0,0,0,3.344622157,0.640196579,0.848296435,1
-3,-5,0,2,41,36,0.125,0.117647059,1,3,0,1,0,1,0,0,0,0,1,0,1,1,4.378549434,0,1.414213562,0
33,5,1,7,65,67,1,0.5,2,2,0,0,3,0,0,0,1,0,0,0,1,1,2.589275833,0.658456164,0.82649118,1
14,2,1,5,71,70,0.166666667,0.454545455,2,0,2,2,0,0,0,0,0,0,0,0,2,1,2.485370853,0.351705956,1.13867822,0
-4,0,1,7,91,81,0.75,0.777777778,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1.204419296,0.778835829,0.665077696,0
21,5,1,6,69,77,0,0.461538462,4,2,0,0,1,0,0,0,1,1,0,0,2,1,1.957723727,0.709048368,0.762825841,1
9,3,0,2,59,51,1,0.133333333,2,1,1,0,1,2,0,0,0,0,1,0,1,0,3.449483227,0.364210709,1.127642932,1
-139,-28,0,8,34,38,0.333333333,0.11627907,4,6,0,5,0,3,0,2,0,2,0,2,0,4,5.934376916,0.160305795,1.295912192,0
-8,-1,1,12,95,95,0.153846154,0.923076923,5,5,0,0,1,1,0,0,0,0,0,0,2,2,0.649353424,0.918074292,0.404785642,1
4,0,1,6,82,77,0.75,0.6,3,2,2,2,0,1,0,0,0,0,0,0,0,0,1.653457455,0.658441707,0.826508672,1
13,4,0,7,54,78,0,0.466666667,4,5,2,0,0,0,0,0,0,0,1,0,2,0,1.79985594,0.804955454,0.624571126,0
-45,-8,0,8,53,59,1,0.272727273,2,4,2,1,0,0,0,0,0,0,0,0,1,2,3.600828689,0.523559869,0.976155859,1
-3,-6,0,10,39,46,0.1,0.19047619,0,3,1,2,2,3,1,2,0,2,1,2,4,3,6.408039736,0.117040382,1.328878939,0
31,4,0,4,48,34,1,0.176470588,1,0,1,3,0,0,0,0,0,0,1,1,1,0,3.297564474,0.515014431,0.984871128,1
